Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Money Lost,Non Defaulter,MoneyLOST,E
9116,14.66,30.55%,0.0026,10.18137,0.9974,0,0.026471562
9117,2.85,7.51%,0.0033,2.635965,0.9967,0,0.008698685
9118,15.84,3.18%,0.0049,15.336288,0.9951,0,0.075147811
9119,23.63,31.21%,0.0076,16.255077,0.9924,0,0.123538585
9120,21.88,10.63%,0.0045,19.554156,0.9955,0,0.087993702
9121,18.01,31.90%,0.0054,12.26481,0.9946,0,0.066229974
9122,20.64,26.58%,0.0074,15.153888,0.9926,0,0.112138771
9123,16.27,17.57%,0.0066,13.411361,0.9934,0,0.088514983
9124,5.93,22.34%,0.0089,4.605238,0.9911,0,0.040986618
9125,9.27,4.07%,0.0061,8.892711,0.9939,0,0.054245537
9126,0.33,20.59%,0.0024,0.262053,0.9976,0,0.000628927
9127,15.75,7.77%,0.0032,14.526225,0.9968,0,0.04648392
9128,12.36,16.60%,0.0036,10.30824,0.9964,0,0.037109664
9129,8.85,3.30%,0.0021,8.55795,0.9979,0,0.017971695
9130,2.51,39.95%,0.0051,1.507255,0.9949,0,0.007687001
9131,18.61,37.49%,0.0084,11.633111,0.9916,0,0.097718132
9132,16.28,16.97%,0.0032,13.517284,0.9968,0,0.043255309
9133,13.11,30.69%,0.0068,9.086541,0.9932,0,0.061788479
9134,10.59,21.45%,0.0067,8.318445,0.9933,0,0.055733582
9135,5.52,20.02%,0.0063,4.414896,0.9937,0,0.027813845
9136,5.56,34.93%,0.0097,3.617892,0.9903,0,0.035093552
9137,19.19,1.57%,0.0024,18.888717,0.9976,0,0.045332921
9138,3.55,19.39%,0.0034,2.861655,0.9966,0,0.009729627
9139,8.32,8.23%,0.0085,7.635264,0.9915,0,0.064899744
9140,3.2,30.87%,0.0079,2.21216,0.9921,0,0.017476064
9141,1.34,1.50%,0.007,1.3199,0.993,0,0.0092393
9142,22.87,22.26%,0.0002,17.779138,0.9998,0,0.003555828
9143,3.08,22.60%,0.0056,2.38392,0.9944,0,0.013349952
9144,17.49,4.93%,0.0038,16.627743,0.9962,0,0.063185423
9145,0.36,10.99%,0.002,0.320436,0.998,0,0.000640872
9146,11.36,5.71%,0.0099,10.711344,0.9901,0,0.106042306
9147,22.35,34.21%,0.0061,14.704065,0.9939,0,0.089694797
9148,11.52,3.11%,0.0018,11.161728,0.9982,0,0.02009111
9149,24.49,23.83%,0.0074,18.654033,0.9926,0,0.138039844
9150,0.14,19.19%,0.0063,0.113134,0.9937,0,0.000712744
9151,14.06,36.51%,0.0005,8.926694,0.9995,0,0.004463347
9152,24.22,2.92%,0.0053,23.512776,0.9947,0,0.124617713
9153,11.38,0.90%,0.0092,11.27758,0.9908,0,0.103753736
9154,10.38,3.11%,0.0004,10.057182,0.9996,0,0.004022873
9155,4.17,38.45%,0.0099,2.566635,0.9901,0,0.025409687
9156,0.22,30.68%,0.0024,0.152504,0.9976,0,0.00036601
9157,3.6,20.63%,0.0056,2.85732,0.9944,0,0.016000992
9158,12.56,17.35%,0.0034,10.38084,0.9966,0,0.035294856
9159,16.48,37.35%,0.0021,10.32472,0.9979,0,0.021681912
9160,13.27,25.45%,0.0064,9.892785,0.9936,0,0.063313824
9161,3,15.56%,0.0098,2.5332,0.9902,0,0.02482536
9162,20.4,34.81%,0.0061,13.29876,0.9939,0,0.081122436
9163,8.39,7.86%,0.0078,7.730546,0.9922,0,0.060298259
9164,19.13,11.79%,0.0068,16.874573,0.9932,0,0.114747096
9165,19.2,31.09%,0.0033,13.23072,0.9967,0,0.043661376
9166,8.11,5.84%,0.0066,7.636376,0.9934,0,0.050400082
9167,4.89,19.68%,0.0053,3.927648,0.9947,0,0.020816534
9168,0.2,27.41%,0.0003,0.14518,0.9997,0,0.000043554
9169,3.72,20.73%,0.0008,2.948844,0.9992,0,0.002359075
9170,8.14,5.68%,0.007,7.677648,0.993,0,0.053743536
9171,0.79,4.40%,0.005,0.75524,0.995,0,0.0037762
9172,9.61,23.38%,0.006,7.363182,0.994,0,0.044179092
9173,11.78,29.08%,0.0018,8.354376,0.9982,0,0.015037877
9174,3.02,38.48%,0.0069,1.857904,0.9931,0,0.012819538
9175,9.54,5.35%,0.0016,9.02961,0.9984,0,0.014447376
9176,18.09,19.97%,0.0099,14.477427,0.9901,0,0.143326527
9177,6.55,3.78%,0.0028,6.30241,0.9972,0,0.017646748
9178,18.01,7.62%,0.0029,16.637638,0.9971,0,0.04824915
9179,18.35,15.08%,0.0053,15.58282,0.9947,0,0.082588946
9180,15.18,39.15%,0.0092,9.23703,0.9908,0,0.084980676
9181,7.08,33.87%,0.0072,4.682004,0.9928,0,0.033710429
9182,23.07,15.27%,0.0063,19.547211,0.9937,0,0.123147429
9183,2.96,5.20%,0.0092,2.80608,0.9908,0,0.025815936
9184,4.74,14.33%,0.0075,4.060758,0.9925,0,0.030455685
9185,23.22,25.73%,0.0079,17.245494,0.9921,0,0.136239403
9186,7.27,22.78%,0.0062,5.613894,0.9938,0,0.034806143
9187,14.23,27.12%,0.0099,10.370824,0.9901,0,0.102671158
9188,5.64,12.35%,0.0074,4.94346,0.9926,0,0.036581604
9189,7.17,29.79%,0.0003,5.034057,0.9997,0,0.001510217
9190,24.11,37.91%,0.0087,14.969899,0.9913,0,0.130238121
9191,20.46,38.92%,0.0023,12.496968,0.9977,0,0.028743026
9192,7.12,27.42%,0.0006,5.167696,0.9994,0,0.003100618
9193,12.82,2.41%,0.0042,12.511038,0.9958,0,0.05254636
9194,3.05,26.83%,0.0082,2.231685,0.9918,0,0.018299817
9195,13.72,26.52%,0.0098,10.081456,0.9902,0,0.098798269
9196,18.04,23.00%,0.0032,13.8908,0.9968,0,0.04445056
9197,15.89,5.41%,0.009,15.030351,0.991,0,0.135273159
9198,21.76,26.95%,0.0067,15.89568,0.9933,0,0.106501056
9199,21.82,29.14%,0.0058,15.461652,0.9942,0,0.089677582
9200,21.63,3.10%,0.0063,20.95947,0.9937,0,0.132044661
9201,8.91,2.00%,0.0081,8.7318,0.9919,0,0.07072758
9202,16.39,24.71%,0.0056,12.340031,0.9944,0,0.069104174
9203,12.76,13.22%,0.0072,11.073128,0.9928,0,0.079726522
9204,4.37,22.88%,0.0078,3.370144,0.9922,0,0.026287123
9205,5.73,36.61%,0.0056,3.632247,0.9944,0,0.020340583
9206,18.81,30.47%,0.0017,13.078593,0.9983,0,0.022233608
9207,9.61,27.84%,0.0059,6.934576,0.9941,0,0.040913998
9208,24.12,31.38%,0.0084,16.551144,0.9916,0,0.13902961
9209,23.03,28.58%,0.0015,16.448026,0.9985,0,0.024672039
9210,16.37,36.56%,0.0055,10.385128,0.9945,0,0.057118204
9211,3.84,31.75%,0.0056,2.6208,0.9944,0,0.01467648
9212,3.9,11.19%,0.0088,3.46359,0.9912,0,0.030479592
9213,23.76,21.15%,0.0097,18.73476,0.9903,0,0.181727172
9214,14.2,29.72%,0.0065,9.97976,0.9935,0,0.06486844
9215,6.99,35.13%,0.0011,4.534413,0.9989,0,0.004987854
9216,15.01,25.39%,0.0092,11.198961,0.9908,0,0.103030441
9217,20.2,13.63%,0.0019,17.44674,0.9981,0,0.033148806
9218,6.08,33.39%,0.0044,4.049888,0.9956,0,0.017819507
9219,2.13,12.96%,0.0004,1.853952,0.9996,0,0.000741581
9220,12.06,33.15%,0.0051,8.06211,0.9949,0,0.041116761
9221,6.99,14.13%,0.0096,6.002313,0.9904,0,0.057622205
9222,1.84,3.34%,0.002,1.778544,0.998,0,0.003557088
9223,2.63,29.41%,0.0027,1.856517,0.9973,0,0.005012596
9224,22.48,23.65%,0.0035,17.16348,0.9965,0,0.06007218
9225,13.39,17.84%,0.0055,11.001224,0.9945,0,0.060506732
9226,11.95,1.03%,0.0047,11.826915,0.9953,0,0.055586501
9227,1.07,25.21%,0.0021,0.800253,0.9979,0,0.001680531
9228,24.1,9.92%,0.0063,21.70928,0.9937,0,0.136768464
9229,19.34,13.17%,0.0037,16.792922,0.9963,0,0.062133811
9230,5.09,12.43%,0.0099,4.457313,0.9901,0,0.044127399
9231,0.17,30.65%,0.0013,0.117895,0.9987,0,0.000153264
9232,12.05,12.40%,0.002,10.5558,0.998,0,0.0211116
9233,10.39,36.57%,0.0022,6.590377,0.9978,0,0.014498829
9234,11.4,13.65%,0.0028,9.8439,0.9972,0,0.02756292
9235,7.27,37.61%,0.0011,4.535753,0.9989,0,0.004989328
9236,14.67,11.69%,0.0034,12.955077,0.9966,0,0.044047262
9237,7.27,23.98%,0.0015,5.526654,0.9985,0,0.008289981
9238,17.63,22.14%,0.0066,13.726718,0.9934,0,0.090596339
9239,0.09,38.95%,0.004,0.054945,0.996,0,0.00021978
9240,4.38,1.53%,0.0079,4.312986,0.9921,0,0.034072589
9241,21.81,11.62%,0.0061,19.275678,0.9939,0,0.117581636
9242,16.75,10.09%,0.0064,15.059925,0.9936,0,0.09638352
9243,19.16,9.82%,0.0004,17.278488,0.9996,0,0.006911395
9244,5.4,13.36%,0.0019,4.67856,0.9981,0,0.008889264
9245,8.35,12.94%,0.002,7.26951,0.998,0,0.01453902
9246,14.94,1.46%,0.0049,14.721876,0.9951,0,0.072137192
9247,4.84,28.15%,0.0054,3.47754,0.9946,0,0.018778716
9248,18.86,21.84%,0.0053,14.740976,0.9947,0,0.078127173
9249,3.84,21.05%,0.0058,3.03168,0.9942,0,0.017583744
9250,11.97,29.39%,0.0067,8.452017,0.9933,0,0.056628514
9251,10.54,15.67%,0.0042,8.888382,0.9958,0,0.037331204
9252,18.94,35.06%,0.0074,12.299636,0.9926,0,0.091017306
9253,20.36,36.01%,0.0016,13.028364,0.9984,0,0.020845382
9254,4.68,7.07%,0.0013,4.349124,0.9987,0,0.005653861
9255,3.14,0.39%,0.0065,3.127754,0.9935,0,0.020330401
9256,5.92,36.53%,0.0044,3.757424,0.9956,0,0.016532666
9257,2.85,37.82%,0.0049,1.77213,0.9951,0,0.008683437
9258,20.38,2.55%,0.0072,19.86031,0.9928,0,0.142994232
9259,19.59,37.79%,0.0099,12.186939,0.9901,0,0.120650696
9260,21.12,8.37%,0.0007,19.352256,0.9993,0,0.013546579
9261,4.97,5.22%,0.0052,4.710566,0.9948,0,0.024494943
9262,14.31,15.64%,0.0001,12.071916,0.9999,0,0.001207192
9263,12.54,31.36%,0.0086,8.607456,0.9914,0,0.074024122
9264,6.28,32.33%,0.0072,4.249676,0.9928,0,0.030597667
9265,18.43,33.59%,0.0031,12.239363,0.9969,0,0.037942025
9266,18.5,26.55%,0.0028,13.58825,0.9972,0,0.0380471
9267,15.42,23.26%,0.0065,11.833308,0.9935,0,0.076916502
9268,6.06,19.16%,0.0071,4.898904,0.9929,0,0.034782218
9269,22.6,35.92%,0.0066,14.48208,0.9934,0,0.095581728
9270,20.34,15.69%,0.0084,17.148654,0.9916,0,0.144048694
9271,9.1,17.83%,0.0053,7.47747,0.9947,0,0.039630591
9272,7.94,20.43%,0.0036,6.317858,0.9964,0,0.022744289
9273,3.93,5.38%,0.0005,3.718566,0.9995,0,0.001859283
9274,22.33,34.89%,0.0091,14.539063,0.9909,0,0.132305473
9275,9.48,2.42%,0.0082,9.250584,0.9918,0,0.075854789
9276,9.83,4.10%,0.0031,9.42697,0.9969,0,0.029223607
9277,9.84,25.67%,0.0064,7.314072,0.9936,0,0.046810061
9278,22.97,35.71%,0.0068,14.767413,0.9932,0,0.100418408
9279,9.87,14.84%,0.0023,8.405292,0.9977,0,0.019332172
9280,1.04,7.04%,0.0041,0.966784,0.9959,0,0.003963814
9281,12.14,12.95%,0.0037,10.56787,0.9963,0,0.039101119
9282,8.79,24.81%,0.0079,6.609201,0.9921,0,0.052212688
9283,12,14.95%,0.0035,10.206,0.9965,0,0.035721
9284,19.45,20.00%,0.0015,15.56,0.9985,0,0.02334
9285,6.71,12.44%,0.01,5.875276,0.99,0,0.05875276
9286,21.33,13.28%,0.0028,18.497376,0.9972,0,0.051792653
9287,19.65,5.70%,0.0024,18.52995,0.9976,0,0.04447188
9288,14.62,31.46%,0.0049,10.020548,0.9951,0,0.049100685
9289,10.71,4.45%,0.0037,10.233405,0.9963,0,0.037863599
9290,9.77,19.97%,0.0071,7.818931,0.9929,0,0.05551441
9291,22.27,32.85%,0.0018,14.954305,0.9982,0,0.026917749
9292,7.24,16.55%,0.0007,6.04178,0.9993,0,0.004229246
9293,17.75,2.47%,0.0044,17.311575,0.9956,0,0.07617093
9294,13.53,36.43%,0.0091,8.601021,0.9909,0,0.078269291
9295,2.91,33.07%,0.0093,1.947663,0.9907,0,0.018113266
9296,11.02,28.80%,0.0013,7.84624,0.9987,0,0.010200112
9297,21.02,37.60%,0.0012,13.11648,0.9988,0,0.015739776
9298,22.26,4.23%,0.0004,21.318402,0.9996,0,0.008527361
9299,18.2,9.39%,0.0051,16.49102,0.9949,0,0.084104202
9300,6.26,11.68%,0.0061,5.528832,0.9939,0,0.033725875
9301,13.13,20.04%,0.003,10.498748,0.997,0,0.031496244
9302,21.82,11.53%,0.0026,19.304154,0.9974,0,0.0501908
9303,0.01,14.22%,0.0028,0.008578,0.9972,0,2.40184E-05
9304,20.89,28.76%,0.0073,14.882036,0.9927,0,0.108638863
9305,15.84,35.44%,0.0002,10.226304,0.9998,0,0.002045261
9306,1.88,34.05%,0.0085,1.23986,0.9915,0,0.01053881
9307,3.65,8.00%,0.002,3.358,0.998,0,0.006716
9308,19.8,19.84%,0.0048,15.87168,0.9952,0,0.076184064
9309,18.86,24.73%,0.0058,14.195922,0.9942,0,0.082336348
9310,3.13,26.60%,0.0054,2.29742,0.9946,0,0.012406068
9311,14.38,35.19%,0.0088,9.319678,0.9912,0,0.082013166
9312,5.18,37.02%,0.0049,3.262364,0.9951,0,0.015985584
9313,1.46,1.54%,0.0019,1.437516,0.9981,0,0.00273128
9314,21.94,5.62%,0.0064,20.706972,0.9936,0,0.132524621
9315,1.69,17.20%,0.0038,1.39932,0.9962,0,0.005317416
9316,17.2,5.57%,0.0025,16.24196,0.9975,0,0.0406049
9317,7.38,5.55%,0.0066,6.97041,0.9934,0,0.046004706
9318,6.29,6.07%,0.0062,5.908197,0.9938,0,0.036630821
9319,11.45,27.97%,0.0059,8.247435,0.9941,0,0.048659867
9320,18.99,16.28%,0.0085,15.898428,0.9915,0,0.135136638
9321,14.97,25.07%,0.0007,11.217021,0.9993,0,0.007851915
9322,20.09,4.15%,0.0017,19.256265,0.9983,0,0.032735651
9323,13.87,23.80%,0.0084,10.56894,0.9916,0,0.088779096
9324,4.55,38.04%,0.0079,2.81918,0.9921,0,0.022271522
9325,17.89,6.73%,0.0093,16.686003,0.9907,0,0.155179828
9326,12.37,19.99%,0.0083,9.897237,0.9917,0,0.082147067
9327,12.27,31.38%,0.0029,8.419674,0.9971,0,0.024417055
9328,16.89,32.59%,0.0077,11.385549,0.9923,0,0.087668727
9329,12.57,23.62%,0.003,9.600966,0.997,0,0.028802898
9330,19.12,37.14%,0.0001,12.018832,0.9999,0,0.001201883
9331,7.73,37.00%,0.0094,4.8699,0.9906,0,0.04577706
9332,6.27,25.97%,0.0059,4.641681,0.9941,0,0.027385918
9333,5.83,19.55%,0.0027,4.690235,0.9973,0,0.012663635
9334,22.66,15.52%,0.0067,19.143168,0.9933,0,0.128259226
9335,24.09,0.17%,0.0007,24.049047,0.9993,0,0.016834333
9336,14.08,11.07%,0.0072,12.521344,0.9928,0,0.090153677
9337,19.78,20.67%,0.0011,15.691474,0.9989,0,0.017260621
9338,24.99,18.59%,0.0087,20.344359,0.9913,0,0.176995923
9339,16.6,26.22%,0.0066,12.24748,0.9934,0,0.080833368
9340,21.38,31.03%,0.0075,14.745786,0.9925,0,0.110593395
9341,23.06,39.34%,0.0086,13.988196,0.9914,0,0.120298486
9342,0.16,33.67%,0.003,0.106128,0.997,0,0.000318384
9343,13.24,4.65%,0.0079,12.62434,0.9921,0,0.099732286
9344,5.72,22.78%,0.0006,4.416984,0.9994,0,0.00265019
9345,17.36,34.14%,0.0024,11.433296,0.9976,0,0.02743991
9346,16.29,21.01%,0.0059,12.867471,0.9941,0,0.075918079
9347,24.89,12.23%,0.007,21.845953,0.993,0,0.152921671
9348,19.07,3.20%,0.0066,18.45976,0.9934,0,0.121834416
9349,13.26,23.70%,0.0056,10.11738,0.9944,0,0.056657328
9350,3.62,28.35%,0.0097,2.59373,0.9903,0,0.025159181
9351,24.67,17.22%,0,20.421826,1,0,0
9352,6.99,0.04%,0.0053,6.987204,0.9947,0,0.037032181
9353,17.57,2.63%,0.0061,17.107909,0.9939,0,0.104358245
9354,2.72,11.95%,0.009,2.39496,0.991,0,0.02155464
9355,15.83,16.63%,0.0008,13.197471,0.9992,0,0.010557977
9356,15.06,6.93%,0.0055,14.016342,0.9945,0,0.077089881
9357,6.66,10.50%,0.009,5.9607,0.991,0,0.0536463
9358,19.18,39.72%,0.0062,11.561704,0.9938,0,0.071682565
9359,11.74,30.50%,0.0056,8.1593,0.9944,0,0.04569208
9360,2.78,9.02%,0.0002,2.529244,0.9998,0,0.000505849
9361,11.08,23.61%,0.0029,8.464012,0.9971,0,0.024545635
9362,18.87,7.06%,0.004,17.537778,0.996,0,0.070151112
9363,6.88,16.20%,0.0077,5.76544,0.9923,0,0.044393888
9364,21.75,31.45%,0.0061,14.909625,0.9939,0,0.090948713
9365,17.71,36.74%,0.0025,11.203346,0.9975,0,0.028008365
9366,7.62,24.61%,0.0028,5.744718,0.9972,0,0.01608521
9367,12.57,38.11%,0.0033,7.779573,0.9967,0,0.025672591
9368,17.98,5.67%,0.0053,16.960534,0.9947,0,0.08989083
9369,5.11,37.03%,0.0032,3.217767,0.9968,0,0.010296854
9370,15.6,37.21%,0.005,9.79524,0.995,0,0.0489762
9371,9.47,29.17%,0.0029,6.707601,0.9971,0,0.019452043
9372,11.21,25.23%,0.0013,8.381717,0.9987,0,0.010896232
9373,8.41,20.52%,0.0008,6.684268,0.9992,0,0.005347414
9374,24.84,33.65%,0.0068,16.48134,0.9932,0,0.112073112
9375,0.43,22.13%,0.0029,0.334841,0.9971,0,0.000971039
9376,10.77,33.16%,0.0045,7.198668,0.9955,0,0.032394006
9377,9.07,33.30%,0.0024,6.04969,0.9976,0,0.014519256
9378,11.88,21.16%,0.0006,9.366192,0.9994,0,0.005619715
9379,12.52,17.04%,0.0055,10.386592,0.9945,0,0.057126256
9380,9.07,19.58%,0.0042,7.294094,0.9958,0,0.030635195
9381,24.48,23.56%,0.003,18.712512,0.997,0,0.056137536
9382,21.94,38.25%,0.0057,13.54795,0.9943,0,0.077223315
9383,3.07,5.30%,0.0022,2.90729,0.9978,0,0.006396038
9384,3.86,26.14%,0.0005,2.850996,0.9995,0,0.001425498
9385,17.85,25.43%,0.0084,13.310745,0.9916,0,0.111810258
9386,8.2,7.54%,0.0062,7.58172,0.9938,0,0.047006664
9387,17.9,13.48%,0.0014,15.48708,0.9986,0,0.021681912
9388,2.66,34.04%,0.0074,1.754536,0.9926,0,0.012983566
9389,14.39,33.47%,0.0003,9.573667,0.9997,0,0.0028721
9390,19.5,2.26%,0.007,19.0593,0.993,0,0.1334151
9391,10.68,37.93%,0.0086,6.629076,0.9914,0,0.057010054
9392,13.93,2.86%,0.0098,13.531602,0.9902,0,0.1326097
9393,20.8,33.90%,0.0068,13.7488,0.9932,0,0.09349184
9394,24.2,17.09%,0.0084,20.06422,0.9916,0,0.168539448
9395,10.08,21.65%,0.006,7.89768,0.994,0,0.04738608
9396,2.84,34.51%,0.0088,1.859916,0.9912,0,0.016367261
9397,20.68,4.19%,0.0025,19.813508,0.9975,0,0.04953377
9398,13.11,34.25%,0.0062,8.619825,0.9938,0,0.053442915
9399,16.5,5.52%,0.001,15.5892,0.999,0,0.0155892
9400,14.07,6.08%,0.0045,13.214544,0.9955,0,0.059465448
9401,7.86,18.49%,0.0077,6.406686,0.9923,0,0.049331482
9402,9.82,4.59%,0.0076,9.369262,0.9924,0,0.071206391
9403,16.64,38.19%,0.0053,10.285184,0.9947,0,0.054511475
9404,5.63,27.23%,0.0053,4.096951,0.9947,0,0.02171384
9405,13.2,2.84%,0.0008,12.82512,0.9992,0,0.010260096
9406,15.64,5.51%,0.0021,14.778236,0.9979,0,0.031034296
9407,16.09,22.77%,0.007,12.426307,0.993,0,0.086984149
9408,19.41,18.84%,0.0023,15.753156,0.9977,0,0.036232259
9409,13,19.08%,0.0023,10.5196,0.9977,0,0.02419508
9410,11.18,39.99%,0.0079,6.709118,0.9921,0,0.053002032
9411,14.53,18.80%,0.0072,11.79836,0.9928,0,0.084948192
9412,17.31,30.86%,0.0056,11.968134,0.9944,0,0.06702155
9413,6.7,24.98%,0.0016,5.02634,0.9984,0,0.008042144
9414,5.87,19.08%,0,4.750004,1,0,0
9415,0.04,17.17%,0.0006,0.033132,0.9994,0,1.98792E-05
9416,18.18,10.34%,0.0095,16.300188,0.9905,0,0.154851786
9417,9.95,34.53%,0.0034,6.514265,0.9966,0,0.022148501
9418,15.44,32.07%,0.0044,10.488392,0.9956,0,0.046148925
9419,22.92,11.69%,0.0059,20.240652,0.9941,0,0.119419847
9420,18.29,15.59%,0.0095,15.438589,0.9905,0,0.146666596
9421,8.74,18.16%,0.0003,7.152816,0.9997,0,0.002145845
9422,18.95,8.84%,0.0057,17.27482,0.9943,0,0.098466474
9423,13.58,22.54%,0.0051,10.519068,0.9949,0,0.053647247
9424,13.96,0.33%,0.0012,13.913932,0.9988,0,0.016696718
9425,22.34,1.42%,0.0027,22.022772,0.9973,0,0.059461484
9426,11.6,36.17%,0.0027,7.40428,0.9973,0,0.019991556
9427,15.24,1.26%,0.0069,15.047976,0.9931,0,0.103831034
9428,23.16,8.25%,0.005,21.2493,0.995,0,0.1062465
9429,21.06,23.66%,0.0092,16.077204,0.9908,0,0.147910277
9430,23.57,34.53%,0.0067,15.431279,0.9933,0,0.103389569
9431,10.49,14.12%,0.0018,9.008812,0.9982,0,0.016215862
9432,21.04,26.66%,0.0003,15.430736,0.9997,0,0.004629221
9433,24.87,24.60%,0.0038,18.75198,0.9962,0,0.071257524
9434,14.77,31.63%,0.0067,10.098249,0.9933,0,0.067658268
9435,7.21,8.33%,0.0022,6.609407,0.9978,0,0.014540695
9436,1.06,36.99%,0.0058,0.667906,0.9942,0,0.003873855
9437,19.26,26.06%,0.001,14.240844,0.999,0,0.014240844
9438,2.62,27.26%,0.0054,1.905788,0.9946,0,0.010291255
9439,23.76,7.34%,0.0086,22.016016,0.9914,0,0.189337738
9440,4.66,6.52%,0.0009,4.356168,0.9991,0,0.003920551
9441,23.35,4.25%,0.0073,22.357625,0.9927,0,0.163210663
9442,14.09,20.10%,0.008,11.25791,0.992,0,0.09006328
9443,15.5,11.24%,0.0009,13.7578,0.9991,0,0.01238202
9444,17.35,1.29%,0.0031,17.126185,0.9969,0,0.053091174
9445,18.26,39.31%,0.0044,11.081994,0.9956,0,0.048760774
9446,3.16,27.03%,0.0083,2.305852,0.9917,0,0.019138572
9447,15.8,27.53%,0.0044,11.45026,0.9956,0,0.050381144
9448,16.89,1.79%,0.0014,16.587669,0.9986,0,0.023222737
9449,4.39,32.13%,0.0082,2.979493,0.9918,0,0.024431843
9450,9.55,13.38%,0.0007,8.27221,0.9993,0,0.005790547
9451,10.29,11.38%,0.0083,9.118998,0.9917,0,0.075687683
9452,17.9,21.83%,0.0094,13.99243,0.9906,0,0.131528842
9453,24.39,15.72%,0.0028,20.555892,0.9972,0,0.057556498
9454,9.99,36.05%,0.0058,6.388605,0.9942,0,0.037053909
9455,16.3,23.68%,0.0044,12.44016,0.9956,0,0.054736704
9456,16.05,38.86%,0.0015,9.81297,0.9985,0,0.014719455
9457,8.58,15.63%,0.0079,7.238946,0.9921,0,0.057187673
9458,4.6,38.85%,0.0024,2.8129,0.9976,0,0.00675096
9459,15.82,10.07%,0.0089,14.226926,0.9911,0,0.126619641
9460,19.03,23.89%,0.0057,14.483733,0.9943,0,0.082557278
9461,18.37,20.33%,0.0051,14.635379,0.9949,0,0.074640433
9462,14.08,14.88%,0.0091,11.984896,0.9909,0,0.109062554
9463,20.49,38.25%,0.0089,12.652575,0.9911,0,0.112607918
9464,13.07,14.87%,0.0014,11.126491,0.9986,0,0.015577087
9465,15.09,7.35%,0.0062,13.980885,0.9938,0,0.086681487
9466,24.3,25.75%,0.0002,18.04275,0.9998,0,0.00360855
9467,8.57,27.14%,0.0011,6.244102,0.9989,0,0.006868512
9468,14.22,31.25%,0.0074,9.77625,0.9926,0,0.07234425
9469,13.63,1.30%,0.0007,13.45281,0.9993,0,0.009416967
9470,6.25,16.06%,0.0084,5.24625,0.9916,0,0.0440685
9471,8.14,21.01%,0.0069,6.429786,0.9931,0,0.044365523
9472,21.25,37.95%,0.0002,13.185625,0.9998,0,0.002637125
9473,2.32,38.98%,0.0024,1.415664,0.9976,0,0.003397594
9474,3.48,31.30%,0.0026,2.39076,0.9974,0,0.006215976
9475,9.33,31.89%,0.0095,6.354663,0.9905,0,0.060369299
9476,21.05,14.34%,0.0051,18.03143,0.9949,0,0.091960293
9477,12.72,37.61%,0.0095,7.936008,0.9905,0,0.075392076
9478,20.11,21.64%,0.01,15.758196,0.99,0,0.15758196
9479,14.61,27.89%,0.0011,10.535271,0.9989,0,0.011588798
9480,21.64,19.53%,0.001,17.413708,0.999,0,0.017413708
9481,19.25,17.65%,0.0091,15.852375,0.9909,0,0.144256613
9482,3.35,9.84%,0.0048,3.02036,0.9952,0,0.014497728
9483,16.35,9.33%,0.0046,14.824545,0.9954,0,0.068192907
9484,12.3,23.59%,0.0002,9.39843,0.9998,0,0.001879686
9485,3.41,2.91%,0.0011,3.310769,0.9989,0,0.003641846
9486,5.57,39.29%,0.0065,3.381547,0.9935,0,0.021980056
9487,13.79,38.14%,0.0026,8.530494,0.9974,0,0.022179284
9488,19.62,0.62%,0.0015,19.498356,0.9985,0,0.029247534
9489,16.8,5.55%,0.0025,15.8676,0.9975,0,0.039669
9490,21.48,17.59%,0.0084,17.701668,0.9916,0,0.148694011
9491,18.52,37.16%,0.0063,11.637968,0.9937,0,0.073319198
9492,14.06,8.58%,0.0084,12.853652,0.9916,0,0.107970677
9493,9.23,12.93%,0.006,8.036561,0.994,0,0.048219366
9494,23.73,0.59%,0.0046,23.589993,0.9954,0,0.108513968
9495,9.2,37.26%,0.0081,5.77208,0.9919,0,0.046753848
9496,21.02,13.30%,0.002,18.22434,0.998,0,0.03644868
9497,19.69,24.65%,0.0043,14.836415,0.9957,0,0.063796585
9498,11.79,23.11%,0.0096,9.065331,0.9904,0,0.087027178
9499,24.14,27.91%,0.0041,17.402526,0.9959,0,0.071350357
9500,7.51,2.78%,0.0052,7.301222,0.9948,0,0.037966354
9501,8.18,13.30%,0.0095,7.09206,0.9905,0,0.06737457
9502,20.38,18.82%,0.0018,16.544484,0.9982,0,0.029780071
9503,5.71,31.01%,0.0078,3.939329,0.9922,0,0.030726766
9504,10.1,4.22%,0.0092,9.67378,0.9908,0,0.088998776
9505,4.66,26.04%,0.0089,3.446536,0.9911,0,0.03067417
9506,17.12,17.77%,0.0086,14.077776,0.9914,0,0.121068874
9507,7.94,9.42%,0.0075,7.192052,0.9925,0,0.05394039
9508,7.78,28.42%,0.0014,5.568924,0.9986,0,0.007796494
9509,12.42,34.89%,0.003,8.086662,0.997,0,0.024259986
9510,17.4,33.99%,0.0005,11.48574,0.9995,0,0.00574287
9511,20.07,10.61%,0.0096,17.940573,0.9904,0,0.172229501
9512,4.54,6.60%,0.0014,4.24036,0.9986,0,0.005936504
9513,14.15,35.51%,0.0085,9.125335,0.9915,0,0.077565348
9514,17.2,3.56%,0.0077,16.58768,0.9923,0,0.127725136
9515,3.69,2.66%,0.0071,3.591846,0.9929,0,0.025502107
